wav,txt2,phone2
chinese005043,恩 格 尔 系 数 是 食 品 支 出 总 额 占 个 人 消 费 支 出 总 额 的 比 重 。,en1 ge2 er3 xi4 shu4 shi4 shi2 pin3 zhi1 chu1 zong3 e2 zhan4 ge4 ren2 xiao1 fei4 zhi1 chu1 zong3 e2 de5 bi3 zhong4 。
chinese005044,他 摸 到 一 个 瓶 子 ， 也 没 睁 开 眼 瞅 瞅 ， 就 往 嘴 里 送 。,ta1 mo1 dao4 yi2 ge5 ping2 zi5 ， ye3 mei2 zheng1 kai1 yan3 chou2 chou3 ， jiu4 wang3 zui2 li3 song4 。
chinese005045,如 果 罪 名 成 立 ， 他 们 将 被 处 以 死 刑 ， 但 预 计 案 件 审 理 过 程 冗 长 。,ru2 guo3 zui4 ming2 cheng2 li4 ， ta1 men5 jiang1 bei4 chu2 yi2 si3 xing2 ， dan4 yu4 ji4 an4 jian4 shen2 li3 guo4 cheng2 rong3 chang2 。
chinese005046,最 近 ， 这 座 豪 宅 正 在 “ 精 雕 细 琢 ” 。,zui4 jin4 ， zhe4 zuo4 hao2 zhai2 zheng4 zai4 “ jing1 diao1 xi4 zhuo2 ” 。
chinese005047,其 前 岳 父 见 状 上 前 抢 夺 打 火 机 。,qi2 qian2 yue4 fu4 jian4 zhuang4 shang4 qian2 qiang3 duo2 da2 huo3 ji1 。
chinese005048,这 同 样 也 是 太 庙 所 不 能 代 替 的 。,zhe4 tong2 yang4 ye3 shi4 tai4 miao4 suo3 bu4 neng2 dai4 ti4 de5 。
chinese005049,眼 睛 往 下 看 ， 眨 眼 动 作 增 加 是 你 的 撒 谎 习 惯 。,yan3 jing1 wang3 xia4 kan4 ， zha2 yan3 dong4 zuo4 zeng1 jia1 shi4 ni3 de5 sa1 huang3 xi2 guan4 。
chinese005050,岗 位 虽 少 ， 但 只 要 能 蹭 进 来 便 能 得 到 一 份 高 薪 。,gang3 wei4 sui1 shao3 ， dan4 zhi3 yao4 neng2 ceng4 jin4 lai5 bian4 neng2 de2 dao4 yi2 fen4 gao1 xin1 。
chinese005051,家 里 的 洗 衣 机 可 以 代 劳 呀 ！,jia1 li3 de5 xi3 yi1 ji1 ke2 yi3 dai4 lao2 ya5 ！
chinese005052,以 后 会 偶 尔 有 这 样 的 日 子 的 。,yi3 hou4 hui4 ou2 er2 you3 zhei4 yang4 de5 ri4 zi5 de5 。
chinese005053,一 直 摸 一 直 摸 ， 这 下 好 了 。,yi4 zhi2 mo1 yi4 zhi2 mo1 ， zhe4 xia4 hao3 le5 。
chinese005054,好 比 罪 已 犯 下 ， 要 杀 要 剐 便 是 法 官 的 事 ， 他 的 使 命 至 此 而 终 。,hao2 bi3 zui4 yi3 fan4 xia4 ， yao4 sha1 yao4 gua3 bian4 shi4 fa3 guan1 de5 shi4 ， ta1 de5 shi3 ming4 zhi4 ci3 er2 zhong1 。
chinese005055,然 而 宝 鸡 陈 仓 区 阳 平 镇 的 妞 妞 在 生 意 前 夕 ， 却 遭 遇 了 不 幸 。,ran2 er2 bao3 ji1 chen2 cang1 qu1 yang2 ping2 zhen4 de5 niu1 niu5 zai4 sheng1 yi4 qian2 xi1 ， que4 zao1 yu4 le5 bu2 xing4 。
chinese005056,他 们 将 对 留 样 、 召 回 的 产 品 、 包 装 袋 等 进 行 抽 样 检 测 。,ta1 men5 jiang1 dui4 liu2 yang4 、 zhao4 hui2 de5 chan2 pin3 、 bao1 zhuang1 dai4 deng3 jin4 xing2 chou1 yang4 jian3 ce4 。
chinese005057,单 杠 成 为 本 场 较 量 的 分 水 岭 。,dan1 gang4 cheng2 wei2 ben2 chang3 jiao4 liang4 de5 fen1 shui2 ling3 。
chinese005058,我 刚 来 也 会 这 样 每 晚 半 夜 两 三 点 才 会 睡 得 着 。,wo3 gang1 lai2 ye3 hui4 zhe4 yang4 mei2 wan3 ban4 ye4 liang3 san1 dian3 cai2 hui4 shui4 de5 zhao2 。
chinese005059,田 野 供 图 ： 非 洲 姑 娘 德 布 佳 达 。,tian2 ye3 gong1 tu2 ： fei1 zhou1 gu1 niang5 de2 bu4 jia1 da2 。
chinese005060,纳 粹 德 国 占 领 挪 威 后 ， 称 蒙 克 的 画 “ 堕 落 ” 。,na4 cui4 de2 guo2 zhan4 ling3 nuo2 wei1 hou4 ， cheng1 meng2 ke4 de5 hua4 “ duo4 luo4 ” 。
chinese005061,放 下 电 话 才 数 分 钟 ， 母 亲 哑 着 嗓 子 的 哭 吼 声 已 经 响 起 。,fang4 xia4 dian4 hua4 cai2 shu4 fen1 zhong1 ， mu3 qin1 ya3 zhe5 sang3 zi5 de5 ku1 hou3 sheng1 yi3 jing1 xiang2 qi3 。
chinese005062,林 母 从 社 会 形 势 分 析 到 本 行 工 作 ， 缜 密 得 无 懈 可 击 。,lin2 mu3 cong2 she4 hui4 xing2 shi4 fen1 xi1 dao4 ben3 hang2 gong1 zuo4 ， zhen3 mi4 de5 wu2 xie4 ke3 ji1 。
chinese005063,为 爬 山 好 的 队 友 服 务 。,wei4 pa2 shan1 hao3 de5 dui4 you3 fu2 wu4 。
chinese005064,在 把 老 张 暴 打 一 顿 后 ， 三 人 还 不 解 恨 又 踹 了 老 张 的 车 几 脚 。,zai4 ba2 lao3 zhang1 bao4 da3 yi2 dun4 hou4 ， san1 ren2 hai2 bu4 jie3 hen4 you4 chuai4 le5 lao3 zhang1 de5 che1 ji2 jiao3 。
chinese005065,俄 罗 斯 新 秀 科 莫 娃 ， 以 十 五 点 七 三 三 分 高 居 第 一 。,e2 luo2 si1 xin1 xiu4 ke1 mo4 wa2 ， yi3 shi2 wu2 dian3 qi1 san1 san1 fen1 gao1 ju1 di4 yi1 。
chinese005066,结 果 机 器 出 了 故 障 ， 钱 被 吞 了 却 没 打 印 存 单 。,jie2 guo3 ji1 qi4 chu1 le5 gu4 zhang4 ， qian2 bei4 tun1 le5 que4 mei2 da3 yin4 cun2 dan1 。
chinese005067,说 说 代 表 的 那 些 事 儿 吧 。,shuo1 shuo1 dai4 biao3 de5 na4 xie1 shir4 ba5 。
chinese005068,小 兔 崽 子 ， 你 要 是 敢 往 下 边 拉 屎 ， 你 就 死 定 了 ！,xiao3 tu4 zai3 zi5 ， ni3 yao4 shi4 gan2 wang3 xia4 bian1 la1 shi3 ， ni3 jiu4 si3 ding4 le5 ！
chinese005069,我 随 之 追 出 去 各 种 道 歉 ， 各 种 承 诺 ， 各 种 哄 ， 媳 妇 才 回 心 转 意 。,wo3 sui2 zhi1 zhui1 chu1 qu4 ge4 zhong3 dao4 qian4 ， ge4 zhong3 cheng2 nuo4 ， ge4 zhong2 hong3 ， xi2 fu4 cai2 hui2 xin1 zhuan3 yi4 。
chinese005070,今 年 初 ， 印 尼 一 名 囚 犯 受 虐 惨 死 的 新 闻 曾 引 发 轰 动 。,jin1 nian2 chu1 ， yin4 ni2 yi4 ming2 qiu2 fan4 shou4 nve4 can2 si3 de5 xin1 wen2 ceng2 yin3 fa1 hong1 dong4 。
chinese005071,记 者 向 一 位 贩 子 询 问 ， 是 否 能 买 到 没 熏 过 硫 磺 的 药 材 。,ji4 zhe3 xiang4 yi2 wei4 fan4 zi5 xun2 wen4 ， shi4 fou3 neng2 mai3 dao4 mei2 xun1 guo4 liu2 huang2 de5 yao4 cai2 。
chinese005072,老 板 称 ， 出 售 的 天 鹅 是 渔 民 用 网 捕 杀 后 送 来 的 ， 绝 对 安 全 。,lao2 ban3 cheng1 ， chu1 shou4 de5 tian1 e2 shi4 yu2 min2 yong4 wang2 bu3 sha1 hou4 song4 lai2 de5 ， jue2 dui4 an1 quan2 。
chinese005073,大 家 要 注 意 室 内 通 风 ， 饮 食 最 好 以 清 淡 爽 口 为 主 。,da4 jia1 yao4 zhu4 yi5 shi4 nei4 tong1 feng1 ， yin3 shi2 zui4 hao2 yi3 qing1 dan4 shuang2 kou3 wei2 zhu3 。
chinese005074,阳 兵 被 击 伤 后 ， 被 警 察 反 拧 着 双 臂 ， 揪 住 衣 领 ， 押 下 车 来 。,yang2 bing1 bei4 ji1 shang1 hou4 ， bei4 jing3 cha2 fan2 ning3 zhe5 shuang1 bi4 ， jiu1 zhu4 yi1 ling3 ， ya1 xia4 che1 lai2 。
chinese005075,奥 林 匹 亚 ， 我 强 力 推 荐 。,ao4 lin2 pi3 ya4 ， wo3 qiang2 li4 tui1 jian4 。
chinese005076,杨 女 士 的 公 公 证 实 ， 儿 媳 晚 上 已 经 没 了 ， “ 挺 突 然 的 ” 。,yang2 nv3 shi4 de5 gong1 gong5 zheng4 shi2 ， er2 xi2 wan3 shang4 yi3 jing1 mei2 le5 ， “ ting3 tu1 ran2 de5 ” 。
chinese005077,廖 某 某 每 天 折 磨 她 ， 虐 待 她 ， 她 成 了 廖 某 某 的 “ 性 奴 ” 。,liao4 mou2 mou3 mei3 tian1 zhe2 mo2 ta1 ， nve4 dai4 ta1 ， ta1 cheng2 le5 liao4 mou2 mou3 de5 “ xing4 nu2 ” 。
chinese005078,研 究 党 史 ， 就 是 想 从 走 过 的 路 总 结 经 验 教 训 。,yan2 jiu1 dang2 shi3 ， jiu4 shi4 xiang3 cong2 zou3 guo4 de5 lu4 zong3 jie2 jing1 yan4 jiao4 xun4 。
chinese005079,李 先 生 为 此 非 常 苦 恼 。,li3 xian1 sheng5 wei4 ci3 fei1 chang2 ku2 nao3 。
chinese005080,在 家 附 近 ， 有 一 段 陡 坡 。,zai4 jia1 fu4 jin4 ， you3 yi2 duan4 dou3 po1 。
chinese005081,大 爷 说 ： 这 是 水 泥 路 啊 。,da4 ye5 shuo1 ： zhe4 shi4 shui3 ni2 lu4 a5 。
chinese005082,每 涂 完 一 层 ， 他 总 要 休 息 上 一 两 分 钟 ， 喘 口 气 。,mei3 tu2 wan2 yi4 ceng2 ， ta1 zong3 yao4 xiu1 xi5 shang4 yi1 liang3 fen1 zhong1 ， chuan2 kou3 qi4 。
chinese005083,官 员 在 事 故 现 场 “ 傻 笑 ” 。,guan1 yuan2 zai4 shi4 gu4 xian4 chang2 “ sha3 xiao4 ” 。
chinese005084,该 案 在 法 律 上 的 手 段 已 经 穷 尽 ， 暂 无 法 执 行 。,gai1 an4 zai4 fa3 lv4 shang4 de5 shou3 duan4 yi3 jing1 qiong2 jin4 ， zan4 wu2 fa3 zhi2 xing2 。
chinese005085,他 心 存 疑 惑 ， 这 么 严 肃 的 书 也 能 逗 人 笑 ？,ta1 xin1 cun2 yi2 huo4 ， zhe4 me5 yan2 su4 de5 shu1 ye3 neng2 dou4 ren2 xiao4 ？
chinese005086,王 健 林 果 然 胃 口 惊 人 。,wang2 jian4 lin2 guo3 ran2 wei4 kou3 jing1 ren2 。
chinese005087,韩 国 房 奴 人 数 尚 无 准 确 统 计 。,han2 guo2 fang2 nu2 ren2 shu4 shang4 wu2 zhun3 que4 tong3 ji4 。
chinese005088,老 婆 抬 手 给 了 我 一 耳 光 ： 凭 啥 把 便 宜 的 这 杯 给 我 ？,lao3 po5 tai2 shou2 gei3 le5 wo3 yi4 er3 guang1 ： ping2 sha2 ba3 pian2 yi5 de5 zhe4 bei1 gei2 wo3 ？
chinese005089,证 券 简 称 为 “ 杭 齿 前 进 ” ， 证 券 代 码 为 “ 六 零 幺 幺 七 七 ” 。,zheng4 quan4 jian3 cheng1 wei2 “ hang2 chi3 qian2 jin4 ” zheng4 quan4 ， dai4 ma3 wei2 liu4 “ ling2 yao1 yao1 qi1 qi1 ” 。
chinese005090,张 磊 磊 现 在 想 先 把 自 己 该 得 的 工 资 要 到 手 。,zhang1 lei2 lei3 xian4 zai4 xiang3 xian1 ba3 zi4 ji3 gai1 de2 de5 gong1 zi1 yao4 dao4 shou3 。
chinese005091,没 有 人 知 道 白 二 少 起 了 多 少 作 用 。,mei2 you3 ren2 zhi1 dao4 bai2 er4 shao2 qi3 le5 duo1 shao3 zuo4 yong4 。
chinese005092,法 国 的 酒 文 化 利 用 葡 萄 美 酒 做 载 体 ， 已 经 热 销 世 界 。,fa3 guo2 de5 jiu3 wen2 hua4 li4 yong4 pu2 tao5 mei2 jiu3 zuo4 zai4 ti3 ， yi3 jing1 re4 xiao1 shi4 jie4 。
chinese005093,曹 雅 琪 回 到 教 室 时 ， 里 面 空 无 一 人 ， 都 去 上 体 育 课 了 。,cao2 ya3 qi2 hui2 dao4 jiao4 shi4 shi2 ， li3 mian4 kong1 wu2 yi4 ren2 ， dou1 qu4 shang4 ti3 yu4 ke4 le5 。
chinese005094,训 练 的 最 后 ， 所 有 民 兵 一 起 扛 着 步 枪 去 练 习 射 击 。,xun4 lian4 de5 zui4 hou4 ， suo2 you3 min2 bing1 yi4 qi3 kang2 zhe5 bu4 qiang1 qu4 lian4 xi2 she4 ji1 。
chinese005095,若 要 购 房 ， 只 能 在 其 中 的 五 幢 楼 房 进 行 挑 选 。,ruo4 yao4 gou4 fang2 ， zhi3 neng2 zai4 qi2 zhong1 de5 wu3 zhuang4 lou2 fang2 jin4 xing2 tiao1 xuan3 。
chinese005096,四 年 前 城 南 那 片 凹 凸 不 平 ， 杂 草 丛 生 的 荒 山 坡 不 见 了 。,si4 nian2 qian2 cheng2 nan2 na4 pian4 ao1 tu1 bu4 ping2 ， za2 cao3 cong2 sheng1 de5 huang1 shan1 po1 bu2 jian4 le5 。
chinese005097,看 来 是 交 情 未 至 ， 缘 分 未 到 ， 再 处 处 看 吧 。,kan4 lai2 shi4 jiao1 qing2 wei4 zhi4 ， yuan2 fen4 wei4 dao4 ， zai4 chu2 chu3 kan4 ba5 。
chinese005098,但 部 分 “ 亏 空 ” 从 何 补 充 ， 是 我 们 要 考 虑 的 。,dan4 bu4 fen5 “ kui1 kong1 ” cong2 he2 bu3 chong1 shi4 wo3 ， men5 yao4 kao3 lv4 de5 。
chinese005099,伤 员 目 前 在 空 军 四 五 四 医 院 紧 急 救 治 。,shang1 yuan2 mu4 qian2 zai4 kong1 jun1 si4 wu3 si4 yi1 yuan4 jin3 ji2 jiu4 zhi4 。
chinese005100,扯 起 渔 网 后 该 男 子 也 跟 着 漂 浮 上 来 。,che2 qi3 yu2 wang3 hou4 gai1 nan2 zi2 ye3 gen1 zhe5 piao1 fu2 shang4 lai2 。
chinese005101,二 战 期 间 ， 日 军 就 是 打 着 裕 仁 天 皇 的 名 义 侵 略 亚 洲 。,er4 zhan4 qi1 jian1 ， ri4 jun1 jiu4 shi4 da3 zhe5 yu4 ren2 tian1 huang2 de5 ming2 yi4 qin1 lve4 ya4 zhou1 。
chinese005102,我 的 平 衡 感 不 太 好 哟 。,wo3 de5 ping2 heng2 gan3 bu2 tai4 hao3 yo5 。
chinese005103,逮 到 点 官 场 臭 事 ， 就 来 大 劲 。,dai3 dao4 dian3 guan1 chang3 chou4 shi4 ， jiu4 lai2 da4 jin4 。
chinese005104,远 处 望 去 ， 各 类 招 牌 琳 琅 满 目 。,yuan3 chu4 wang4 qu4 ， ge4 lei4 zhao1 pai2 lin2 lang2 man3 mu4 。
chinese005105,腾 讯 微 博 出 了 一 个 功 能 吹 一 吹 。,teng2 xun4 wei1 bo2 chu1 le5 yi2 ge5 gong1 neng2 chui1 yi4 chui1 。
chinese005106,谁 也 没 让 你 花 ， 孩 子 非 要 花 ， 家 长 拗 不 过 ， 花 呗 ！,shui2 ye3 mei2 rang4 ni3 hua1 ， hai2 zi5 fei1 yao4 hua1 ， jia1 zhang3 niu4 bu2 guo4 ， hua1 bei5 ！
chinese005107,钱 荣 也 垂 头 丧 气 进 来 ， 见 了 他 也 不 计 恩 怨 了 ， 道 ： “ 我 和 那 个 姓 姚 的 吹 啦 ！,qian2 rong2 ye3 chui2 tou2 sang4 qi4 jin4 lai2 ， jian4 le5 ta1 ye3 bu2 ji4 ng1 yuan4 le5 ， dao4 ： “ wo3 he2 na4 ge5 xing4 yao2 de5 chui1 la5 ！
chinese005108,对 此 ， 刘 銮 雄 曾 请 求 澳 门 法 院 驳 回 指 控 ， 但 遭 到 拒 绝 。,dui4 ci3 ， liu2 luan2 xiong2 ceng2 qing3 qiu2 ao4 men2 fa3 yuan4 bo2 hui2 zhi3 kong4 ， dan4 zao1 dao4 ju4 jue2 。
chinese005109,匪 徒 脚 踩 平 底 鞋 ， 没 有 穿 袜 。,fei3 tu2 jiao2 cai3 ping2 di3 xie2 ， mei2 you3 chuan1 wa4 。
chinese005110,赌 场 流 动 “ 轮 流 坐 庄 ” ， 避 免 被 警 方 查 抄 。,du2 chang3 liu2 dong4 “ lun2 liu2 zuo4 zhuang1 ” bi4 mian3 ， bei4 jing3 fang1 cha2 chao1 。
chinese005111,老 妈 头 也 不 抬 ： 你 小 时 候 写 给 我 的 。,lao3 ma1 tou2 ye3 bu4 tai2 ： ni2 xiao3 shi2 hou4 xie2 gei2 wo3 de5 。
chinese005112,庄 严 的 山 东 会 堂 内 华 灯 璀 璨 、 花 团 锦 簇 ， 气 氛 热 烈 。,zhuang1 yan2 de5 shan1 dong1 hui4 tang2 nei4 hua2 deng1 cui3 can4 、 hua1 tuan2 jin3 cu4 qi4 ， fen1 re4 lie4 。
chinese005113,原 因 就 是 烟 花 爆 竹 引 起 。,yuan2 yin1 jiu4 shi4 yan1 hua1 bao4 zhu2 yin2 qi3 。
chinese005114,第 二 件 事 情 ， 一 种 颜 色 。,di4 er4 jian4 shi4 qing5 ， yi4 zhong3 yan2 se4 。
chinese005115,此 次 米 粉 提 价 市 场 反 应 不 一 。,ci3 ci4 mi2 fen3 ti2 jia4 shi4 chang2 fan3 ying4 bu4 yi1 。
chinese005116,王 宋 涛 想 这 辈 子 算 是 和 路 灯 结 下 不 解 之 缘 了 。,wang2 song4 tao1 xiang3 zhe4 bei4 zi5 suan4 shi4 he2 lu4 deng1 jie2 xia4 bu4 jie3 zhi1 yuan2 le5 。
chinese005117,秤 盘 几 乎 托 不 住 它 肥 大 的 身 子 。,cheng4 pan2 ji1 hu1 tuo1 bu2 zhu4 ta1 fei2 da4 de5 shen1 zi5 。
chinese005118,直 到 民 警 赶 到 劝 说 后 ， 那 位 候 鸟 老 人 才 不 情 愿 地 走 开 。,zhi2 dao4 min2 jing2 gan3 dao4 quan4 shuo1 hou4 ， na4 wei4 hou4 niao2 lao3 ren2 cai2 bu4 qing2 yuan4 de5 zou3 kai1 。
chinese005119,黎 巴 嫩 检 方 已 展 开 调 查 。,li2 ba1 nen4 jian3 fang1 yi2 zhan3 kai1 diao4 cha2 。
chinese005120,李 振 波 的 妻 子 盛 亚 玲 ， 在 观 看 “ 向 死 而 生 ” 时 心 情 久 久 不 能 平 静 。,li3 zhen4 bo1 de5 qi1 zi3 sheng4 ya4 ling2 ， zai4 guan1 kan4 “ xiang4 si3 er2 sheng1 ” shi2 xin1 qing2 jiu2 jiu3 bu4 neng2 ping2 jing4 。
chinese005121,现 在 明 月 岛 上 的 将 军 府 。,xian4 zai4 ming2 yue4 dao3 shang4 de5 jiang1 jun5 fu3 。
chinese005122,在 路 上 ， 他 见 到 矿 泉 水 空 瓶 子 时 ， 也 捡 起 摁 进 背 包 里 。,zai4 lu4 shang4 ， ta1 jian4 dao4 kuang4 quan2 shui3 kong1 ping2 zi5 shi2 ， ye3 jian2 qi3 en4 jin4 bei1 bao1 li3 。
chinese005123,三 是 着 力 查 处 损 害 群 众 切 身 利 益 的 案 件 。,san1 shi4 zhuo2 li4 cha2 chu2 sun3 hai4 qun2 zhong4 qie4 shen1 li4 yi4 de5 an4 jian4 。
chinese005124,生 命 在 于 运 动 ， 我 觉 得 你 还 是 多 运 动 运 动 吧 。,sheng1 ming4 zai4 yu2 yun4 dong4 ， wo3 jue2 de5 ni3 hai2 shi4 duo1 yun4 dong4 yun4 dong4 ba5 。
chinese005125,敢 骚 扰 姑 奶 奶 ， 活 腻 了 你 。,gan3 sao1 rao3 gu1 nai3 nai5 ， huo2 ni4 le5 ni3 。
chinese005126,另 一 个 惹 眼 的 明 星 当 属 翁 虹 。,ling4 yi2 ge5 re2 yan3 de5 ming2 xing1 dang1 shu3 weng1 hong2 。
chinese005127,往 昔 对 比 ， 葛 启 义 感 慨 良 多 。,wang3 xi1 dui4 bi3 ， ge2 qi3 yi4 gan2 kai3 liang2 duo1 。
chinese005128,去 村 里 找 ， 说 是 水 泵 坏 了 。,qu4 cun1 li2 zhao3 ， shuo1 shi4 shui3 beng4 huai4 le5 。
chinese005129,死 者 棺 材 也 被 抬 入 厂 区 内 。,si2 zhe3 guan1 cai5 ye3 bei4 tai2 ru4 chang3 qu1 nei4 。
chinese005130,但 欧 盟 可 能 已 经 抛 弃 了 英 国 。,dan4 ou1 meng2 ke3 neng2 yi3 jing1 pao1 qi4 le5 ying1 guo2 。
chinese005131,房 屋 赠 与 光 有 表 示 是 不 够 的 。,fang2 wu1 zeng4 yu3 guang1 you2 biao3 shi4 shi4 bu2 gou4 de5 。
chinese005132,他 们 蔑 视 法 律 ， 践 踏 法 律 。,ta1 men5 mie4 shi4 fa3 lv4 ， jian4 ta4 fa3 lv4 。
chinese005133,老 婆 回 到 病 房 里 ， 一 脸 无 奈 。,lao3 po5 hui2 dao4 bing4 fang2 li3 ， yi4 lian3 wu2 nai4 。
chinese005134,我 的 性 格 也 是 逆 来 顺 受 ， 从 小 胆 小 怕 事 ， 凡 事 都 忍 让 。,wo3 de5 xing4 ge2 ye3 shi4 ni4 lai2 shun4 shou4 ， cong2 xiao3 dan2 xiao3 pa4 shi4 ， fan2 shi4 dou1 ren3 rang4 。
chinese005135,这 是 个 愚 蠢 的 声 明 ， 原 因 有 三 。,zhe4 shi4 ge5 yu2 chun3 de5 sheng1 ming2 ， yuan2 yin1 you3 san1 。
chinese005136,男 子 嘴 里 一 边 嘟 囔 着 ， 一 边 从 身 上 摸 出 钞 票 往 天 上 撒 。,nan2 zi3 zui2 li3 yi4 bian1 du1 nang5 zhe5 ， yi4 bian1 cong2 shen1 shang4 mo1 chu1 chao1 piao4 wang3 tian1 shang4 sa3 。
chinese005137,大 部 分 瓜 农 称 ， 都 没 有 往 年 卖 得 好 。,da4 bu4 fen5 gua1 nong2 cheng1 ， dou1 mei2 you2 wang3 nian2 mai4 de5 hao3 。
chinese005138,只 要 咳 嗽 就 得 去 医 院 ， 每 天 都 在 吃 药 。,zhi3 yao4 ke2 sou5 jiu4 dei3 qu4 yi1 yuan4 ， mei3 tian1 dou1 zai4 chi1 yao4 。
chinese005139,你 们 太 没 信 誉 了 ！ 这 都 五 天 了 还 不 发 货 ！ 我 要 投 诉 你 ！,ni3 men5 tai4 mei2 xin4 yu4 le5 ！ zhe4 dou1 wu3 tian1 le5 hai2 bu4 fa1 huo4 ！ wo3 yao4 tou2 su4 ni3 ！
chinese005140,更 重 要 的 是 ， “ 铁 老 大 ” 的 地 位 依 然 非 常 稳 固 。,geng4 zhong4 yao4 de5 shi4 ， “ tie2 lao3 da4 ” de5 di4 wei4 yi1 ran2 fei1 chang2 wen3 gu4 。
chinese005141,得 知 眼 前 这 个 形 貌 丑 陋 的 叫 花 子 ， 竟 是 自 己 的 生 父 段 延 庆 。,de2 zhi1 yan3 qian2 zhe4 ge5 xing2 mao4 chou3 lou4 de5 jiao4 hua1 zi5 ， jing4 shi4 zi4 ji3 de5 sheng1 fu4 duan4 yan2 qing4 。
chinese005142,其 次 ， 玉 米 食 用 油 尤 其 是 玉 米 胚 芽 油 正 越 来 越 多 的 推 向 市 场 。,qi2 ci4 ， yu4 mi3 shi2 yong4 you2 you2 qi2 shi4 yu4 mi3 pei1 ya2 you2 zheng4 yue4 lai2 yue4 duo1 de5 tui1 xiang4 shi4 chang3 。
chinese005143,该 两 名 旅 客 不 想 出 去 办 理 托 运 又 不 愿 自 弃 。,gai1 liang3 ming2 lv3 ke4 bu4 xiang3 chu1 qu4 ban4 li3 tuo1 yun4 you4 bu2 yuan4 zi4 qi4 。
chinese005144,还 有 更 多 的 综 合 物 流 、 项 目 物 流 企 业 蠢 蠢 欲 动 。,hai2 you3 geng4 duo1 de5 zong1 he2 wu4 liu2 、 xiang4 mu4 wu4 liu2 qi3 ye4 chun2 chun3 yu4 dong4 。
chinese005145,最 近 几 个 月 中 ， 他 有 时 一 天 也 做 不 成 一 桩 买 卖 。,zui4 jin4 ji3 ge5 yue4 zhong1 ， ta1 you3 shi2 yi4 tian1 ye3 zuo4 bu5 cheng2 yi4 zhuang1 mai3 mai5 。
chinese005146,她 个 人 很 欣 赏 有 个 性 、 有 文 化 底 蕴 的 录 取 通 知 书 。,ta1 ge4 ren2 hen3 xin1 shang2 you3 ge4 xing4 、 you3 wen2 hua4 di3 yun4 de5 lu4 qu3 tong1 zhi1 shu1 。
chinese005147,要 多 给 市 民 提 供 运 动 的 场 所 。,yao4 duo1 gei3 shi4 min2 ti2 gong1 yun4 dong4 de5 chang2 suo3 。
chinese005148,我 就 是 一 个 山 东 乡 下 孩 子 。,wo3 jiu4 shi4 yi2 ge5 shan1 dong1 xiang1 xia4 hai2 zi5 。
chinese005149,这 与 前 几 代 人 有 天 壤 之 别 。,zhe4 yu3 qian2 ji3 dai4 ren2 you3 tian1 rang3 zhi1 bie2 。
chinese005150,点 评 “ 辛 辣 ” 简 短 ， 极 尽 嘲 讽 挖 苦 之 能 事 。,dian3 ping2 “ xin1 la4 ” jian2 duan3 ji2 jin4 ， chao2 feng3 wa1 ku3 zhi1 neng2 shi4 。
chinese005151,这 几 年 行 动 不 便 ， 爷 爷 拿 着 它 当 拐 杖 用 。,zhe4 ji3 nian2 xing2 dong4 bu2 bian4 ， ye2 ye5 na2 zhe5 ta1 dang1 guai3 zhang4 yong4 。
chinese005152,抓 住 大 树 梢 俺 俩 就 爬 上 去 了 。,zhua1 zhu4 da4 shu4 shao1 an2 lia3 jiu4 pa2 shang4 qu4 le5 。
chinese005153,群 山 阻 隔 最 易 让 人 气 馁 却 步 。,qun2 shan1 zu3 ge2 zui4 yi4 rang4 ren2 qi4 nei3 que4 bu4 。
chinese005154,顾 客 ： “ 我 理 一 次 发 ， 你 竟 收 我 五 元 钱 ， 我 头 上 几 乎 没 有 头 发 呀 ！,gu4 ke4 ： “ wo2 li3 yi2 ci4 fa4 ni3 jing4 ， shou1 wo2 wu3 yuan2 qian2 wo3 tou2 ， shang4 ji1 hu1 mei2 you3 tou2 fa4 ya5 ！
chinese005155,挠 着 挠 着 ， 孙 某 的 左 手 悄 悄 滑 到 脖 子 的 刀 刃 处 。,nao2 zhe5 nao2 zhe5 ， sun1 mou3 de5 zuo2 shou3 qiao1 qiao1 hua2 dao4 bo2 zi5 de5 dao1 ren4 chu4 。
chinese005156,喜 欢 呀 ， 你 要 和 我 一 起 吗 ？,xi3 huan5 ya5 ， ni3 yao4 he2 wo3 yi4 qi3 ma5 ？
chinese005157,因 为 物 价 仍 在 缓 慢 上 升 ， 而 且 还 没 有 出 现 拐 点 。,yin1 wei4 wu4 jia4 reng2 zai4 huan3 man4 shang4 sheng1 ， er2 qie3 hai2 mei2 you3 chu1 xian4 guai2 dian3 。
chinese005158,火 灾 中 ， 一 女 子 葬 身 火 场 。,huo3 zai1 zhong1 ， yi4 nv2 zi3 zang4 shen1 huo2 chang3 。
chinese005159,为 了 稳 住 这 名 男 子 ， 魏 先 生 允 许 其 进 来 。,wei4 le5 wen3 zhu4 zhe4 ming2 nan2 zi3 ， wei4 xian1 sheng5 yun2 xu3 qi2 jin4 lai2 。
chinese005160,可 以 简 单 理 解 成 长 宽 高 啦 哈 哈 。,ke2 yi2 jian3 dan1 li2 jie3 cheng2 chang2 kuan1 gao1 la5 ha1 ha1 。
chinese005161,你 再 凶 我 ？ 再 凶 我 我 就 跟 你 离 婚 ！,ni3 zai4 xiong1 wo3 ？ zai4 xiong1 wo3 wo3 jiu4 gen1 ni3 li2 hun1 ！
